row_id,address_line_1,address_line_2,city,state,zip,phone,mon_hrs,tue_hrs,wed_hrs,thu_hrs,fri_hrs,sat_hrs,sun_hrs,drive-thru,mobile-order,dunkin-card,kcup,curbside-pickup,has-baskin-robbins,location
5589,657 Franklin Turnpike,,Ridgewood,NJ,7450,(201) 445-5398,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,True,True,True,False,False,"657 Franklin Turnpike, Ridgewood, NJ, 7450"
5590,109 Skyline Dr,,Ringwood,NJ,7456,(973) 341-5707,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"109 Skyline Dr, Ringwood, NJ, 7456"
5591,10 Wildwood Blvd,,Rio Grande,NJ,8242,(609) 886-8006,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,False,True,True,True,False,False,"10 Wildwood Blvd, Rio Grande, NJ, 8242"
5592,101 Midland Ave,,River Edge,NJ,7661,(201) 261-8668,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,5:30 AM - 7:00 PM,6:00 AM - 4:00 PM,False,True,True,True,False,False,"101 Midland Ave, River Edge, NJ, 7661"
5593,1091 Main St,,River Edge,NJ,7661,(201) 441-9211,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,6:00 AM - 8:00 PM,False,True,True,True,False,False,"1091 Main St, River Edge, NJ, 7661"
5594,636 Westwood Ave,,River Vale,NJ,7675,(201) 358-6900,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,False,True,True,True,False,True,"636 Westwood Ave, River Vale, NJ, 7675"
5595,110 State Route 23,Bjs Wholesale Club,Riverdale,NJ,7457,(973) 835-1067,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,False,True,True,True,False,False,"110 State Route 23 Bjs Wholesale Club, Riverdale, NJ, 7457"
5596,72 Hamburg Tpke,,Riverdale,NJ,7457,(973) 492-0291,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,True,False,False,"72 Hamburg Tpke, Riverdale, NJ, 7457"
5597,34 Robbinsville Allentown Rd,,Robbinsville,NJ,8691,(609) 208-1700,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 6:00 PM,5:00 AM - 8:00 PM,5:00 AM - 6:00 PM,False,False,True,True,False,False,"34 Robbinsville Allentown Rd, Robbinsville, NJ, 8691"
5598,440 Rochelle Ave,,Rochelle Park,NJ,7662,(201) 368-2050,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:30 AM - 2:00 PM,False,True,True,True,False,False,"440 Rochelle Ave, Rochelle Park, NJ, 7662"
5599,12 Green Pond Rd,,Rockaway,NJ,7866,(973) 453-6698,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False,"12 Green Pond Rd, Rockaway, NJ, 7866"
5600,375 Mount Hope Ave,Rockaway Mall,Rockaway,NJ,7866,(973) 328-3100,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,False,True,True,True,False,False,"375 Mount Hope Ave Rockaway Mall, Rockaway, NJ, 7866"
5601,387 Route 46,,Rockaway,NJ,7866,(973) 328-9408,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False,"387 Route 46, Rockaway, NJ, 7866"
5602,437 Route 46,In ShopRite,Rockaway,NJ,7866,(973) 989-0303,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,True,True,True,False,False,"437 Route 46 In ShopRite, Rockaway, NJ, 7866"
5603,14 Eisenhower Pkwy,,Roseland,NJ,7068,(973) 228-9808,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,False,True,True,True,False,True,"14 Eisenhower Pkwy, Roseland, NJ, 7068"
5604,1001 Wood Ave,,Roselle,NJ,7203,(908) 298-6800,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,True,False,False,"1001 Wood Ave, Roselle, NJ, 7203"
5605,105 W 1st Ave,,Roselle,NJ,7203,(908) 241-0115,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False,"105 W 1st Ave, Roselle, NJ, 7203"
5606,843 St Georges Ave,,Roselle,NJ,7203,(908) 241-5000,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,True,True,True,True,False,False,"843 St Georges Ave, Roselle, NJ, 7203"
5607,47 W. Westfield Ave,,Roselle Park,NJ,7204,(908) 620-1986,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:30 AM - 6:00 PM,False,True,True,True,False,False,"47 W. Westfield Ave, Roselle Park, NJ, 7204"
5608,301 Evesham Rd,,Runnemede,NJ,8078,(856) 208-7897,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,"301 Evesham Rd, Runnemede, NJ, 8078"
5609,131-147 Rte 17 N,In Lukoil,Rutherford,NJ,7070,(201) 939-0702,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,True,True,True,True,False,False,"131-147 Rte 17 N In Lukoil, Rutherford, NJ, 7070"
5610,310 Union Ave,,Rutherford,NJ,7070,(201) 528-8263,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,True,False,False,"310 Union Ave, Rutherford, NJ, 7070"
5611,56 Park Ave,,Rutherford,NJ,7070,(201) 935-0346,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,True,False,False,"56 Park Ave, Rutherford, NJ, 7070"
5612,110 Market St,,Saddle Brook,NJ,7663,(201) 845-7456,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,False,True,False,False,False,"110 Market St, Saddle Brook, NJ, 7663"
5613,255 Pehle Ave,,Saddle Brook,NJ,7663,(201) 843-5500,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False,"255 Pehle Ave, Saddle Brook, NJ, 7663"
5614,4500 Bordentown Ave,,Sayreville,NJ,8872,(732) 238-0839,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False,"4500 Bordentown Ave, Sayreville, NJ, 8872"
5615,528 Raritan St,,Sayreville,NJ,8872,(732) 525-1600,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,True,True,True,True,False,False,"528 Raritan St, Sayreville, NJ, 8872"
5616,1985 US Hwy 22,,Scotch Plains,NJ,7076,(908) 322-0415,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 5:00 PM,False,False,True,True,False,False,"1985 US Hwy 22, Scotch Plains, NJ, 7076"
5617,2246 North Ave,,Scotch Plains,NJ,7076,(908) 312-5048,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 7:00 PM,False,True,True,True,False,False,"2246 North Ave, Scotch Plains, NJ, 7076"
5618,2560 US Highway 22,,Scotch Plains,NJ,7076,(908) 233-6400,3:00 AM - 7:00 PM,3:00 AM - 7:00 PM,3:00 AM - 7:00 PM,3:00 AM - 7:00 PM,3:00 AM - 7:00 PM,3:00 AM - 7:00 PM,6:00 AM - 7:00 PM,True,True,True,True,False,False,"2560 US Highway 22, Scotch Plains, NJ, 7076"
5619,2204 State Highway 35,,Sea Girt,NJ,8750,(732) 528-1919,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,True,True,True,False,False,"2204 State Highway 35, Sea Girt, NJ, 8750"
5620,100 Laurel Hill Dr,Secaucus Train Station,Secaucus,NJ,7096,(201) 420-4845,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 7:00 PM,False,False,True,False,False,False,"100 Laurel Hill Dr Secaucus Train Station, Secaucus, NJ, 7096"
5621,1351 Paterson Plank Rd,,Secaucus,NJ,7094,(201) 605-5555,12:00 AM - 12:00 AM,12:00 AM - 11:00 PM,4:00 AM - 11:00 PM,12:00 AM - 12:00 AM,5:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,False,True,True,False,False,"1351 Paterson Plank Rd, Secaucus, NJ, 7094"
5622,20 Meadowlands Pky,,Secaucus,NJ,7094,(201) 617-0100,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,True,True,True,True,False,True,"20 Meadowlands Pky, Secaucus, NJ, 7094"
5623,216 County Ave,,Secaucus,NJ,7094,(201) 863-2001,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,False,True,True,True,False,False,"216 County Ave, Secaucus, NJ, 7094"
5624,700 Plaza Dr,Meadow Plaza Shopping Center,Secaucus,NJ,7094,(201) 617-9200,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,7:00 AM - 5:00 PM,8:00 AM - 5:00 PM,False,True,True,True,False,False,"700 Plaza Dr Meadow Plaza Shopping Center, Secaucus, NJ, 7094"
5625,1551 Hurffville Rd,,Sewell,NJ,8080,(609) 228-8188,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,False,True,True,True,False,False,"1551 Hurffville Rd, Sewell, NJ, 8080"
5626,300 Egg Harbor Rd,,Sewell,NJ,8080,(856) 269-4254,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 2:00 PM,5:00 AM - 2:00 PM,True,True,True,True,False,False,"300 Egg Harbor Rd, Sewell, NJ, 8080"
5627,604 Delsea Dr,,Sewell,NJ,8080,(856) 269-4198,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:30 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,"604 Delsea Dr, Sewell, NJ, 8080"
5628,660 Woodbury-Glassboro Rd,Timberline Shopping Center,Sewell,NJ,8080,(856) 464-8555,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,True,False,False,"660 Woodbury-Glassboro Rd Timberline Shopping Center, Sewell, NJ, 8080"
5629,330 W 8th St,,Ship Bottom,NJ,8008,(609) 467-7154,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,5:00 AM - 5:00 PM,True,True,True,True,False,False,"330 W 8th St, Ship Bottom, NJ, 8008"
5630,1200 Morris Tpke,,Short Hills,NJ,7078,(973) 314-8762,8:30 AM - 8:00 PM,8:30 AM - 8:00 PM,8:30 AM - 8:00 PM,8:30 AM - 8:00 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 5:30 PM,False,True,True,True,False,False,"1200 Morris Tpke, Short Hills, NJ, 7078"
5631,15 Newman Springs Rd E,,Shrewsbury,NJ,7702,(732) 842-9721,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,True,True,True,False,False,"15 Newman Springs Rd E, Shrewsbury, NJ, 7702"
5632,334 Sicklerville Rd,,Sicklerville,NJ,8081,(856) 516-4301,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"334 Sicklerville Rd, Sicklerville, NJ, 8081"
5633,583 Berlin Cross Keys Road,,Sicklerville,NJ,8081,(856) 875-3332,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,"583 Berlin Cross Keys Road, Sicklerville, NJ, 8081"
5634,150 S White Horse Pike,,Somerdale,NJ,8083,(856) 344-7096,5:30 AM - 7:30 PM,5:30 AM - 7:30 PM,5:30 AM - 7:30 PM,5:30 AM - 7:30 PM,5:30 AM - 7:30 PM,6:00 AM - 7:30 PM,6:00 AM - 6:00 PM,False,False,True,True,False,False,"150 S White Horse Pike, Somerdale, NJ, 8083"
5635,434 N Warwick Rd,,Somerdale,NJ,8083,(856) 679-0805,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 6:30 PM,True,False,True,True,False,False,"434 N Warwick Rd, Somerdale, NJ, 8083"
5636,411 New Rd,,Somers Point,NJ,8244,(609) 926-8555,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,False,True,True,True,False,False,"411 New Rd, Somers Point, NJ, 8244"
5637,1067 Easton Ave,,Somerset,NJ,8873,(732) 249-5997,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,True,True,True,False,False,"1067 Easton Ave, Somerset, NJ, 8873"
5638,1760 Easton Ave,,Somerset,NJ,8873,(732) 469-2001,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,True,True,True,False,False,"1760 Easton Ave, Somerset, NJ, 8873"
5639,464C Elizabeth Ave,,Somerset,NJ,8873,(732) 271-1800,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 8:00 PM,6:00 AM - 8:00 PM,True,True,True,True,False,False,"464C Elizabeth Ave, Somerset, NJ, 8873"
5640,920 Hamilton Street,,Somerset,NJ,8873,(732) 220-1606,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,True,False,False,"920 Hamilton Street, Somerset, NJ, 8873"
5641,19 West Main Street,,Somerville,NJ,8876,,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,False,True,True,True,False,True,"19 West Main Street, Somerville, NJ, 8876"
5642,3549 US Highway 22,,Somerville,NJ,8876,(908) 534-6565,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False,"3549 US Highway 22, Somerville, NJ, 8876"
5643,93 Route 206,,Somerville,NJ,8876,(908) 704-1819,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 7:00 PM,6:00 AM - 5:00 PM,False,True,True,True,False,False,"93 Route 206, Somerville, NJ, 8876"
5644,930 US Highway 22,,Somerville,NJ,8876,(908) 231-8097,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,True,True,True,True,False,False,"930 US Highway 22, Somerville, NJ, 8876"
5645,139-145 Broadway,,South Amboy,NJ,8879,(732) 721-2110,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,True,False,True,"139-145 Broadway, South Amboy, NJ, 8879"
5646,973 Route 9 North,,South Amboy,NJ,8879,(732) 721-3111,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,False,True,True,True,False,True,"973 Route 9 North, South Amboy, NJ, 8879"
5647,4180 Route 1 North,,South Brunswick,NJ,8852,(732) 355-1115,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,5:30 AM - 9:00 PM,False,True,True,True,False,False,"4180 Route 1 North, South Brunswick, NJ, 8852"
5648,805 Cranbury Rd,,South Brunswick,NJ,8810,(732) 656-4252,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,True,True,True,True,False,False,"805 Cranbury Rd, South Brunswick, NJ, 8810"
5649,2 S Orange Ave,,South Orange,NJ,7079,(973) 762-6122,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,False,True,True,True,False,False,"2 S Orange Ave, South Orange, NJ, 7079"
5650,114 Maple Ave,,South Plainfield,NJ,7080,(908) 757-7222,5:00 AM - 10:00 PM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 10:00 PM,False,True,True,True,False,False,"114 Maple Ave, South Plainfield, NJ, 7080"
5651,2007 Park Ave,,South Plainfield,NJ,7080,(908) 412-8828,5:00 AM - 10:00 PM,5:00 AM - 7:30 PM,5:00 AM - 10:00 PM,5:00 AM - 5:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False,"2007 Park Ave, South Plainfield, NJ, 7080"
5652,2875 Hamilton Boulevard,,South Plainfield,NJ,7080,(908) 561-5068,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,False,False,False,False,False,False,"2875 Hamilton Boulevard, South Plainfield, NJ, 7080"
5653,3600 Park Ave,In ShopRite,South Plainfield,NJ,7080,(908) 757-5182,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,False,True,True,True,False,False,"3600 Park Ave In ShopRite, South Plainfield, NJ, 7080"
5654,75 Main St,,South River,NJ,8882,(732) 238-1365,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,True,True,True,False,False,"75 Main St, South River, NJ, 8882"
5655,2371 Vincetown Columbus Rd,,Southampton,NJ,8088,(609) 686-4242,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False,"2371 Vincetown Columbus Rd, Southampton, NJ, 8088"
5656,5 Centre St,Unit B,Sparta,NJ,7871,(973) 726-3399,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,False,True,True,True,False,False,"5 Centre St Unit B, Sparta, NJ, 7871"
5657,550 Lafayette Rd,,Sparta,NJ,7871,(973) 200-0993,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 10:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,False,False,False,False,False,False,"550 Lafayette Rd, Sparta, NJ, 7871"
5658,434 Main St,,Spotswood,NJ,8884,(732) 251-5575,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,True,"434 Main St, Spotswood, NJ, 8884"
5659,7 State Route 71,,Spring Lake,NJ,7762,(732) 282-0670,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,4:30 AM - 9:00 PM,False,True,True,True,False,False,"7 State Route 71, Spring Lake, NJ, 7762"
5660,30-37 US 22,,Springfield,NJ,7081,(973) 564-9358,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,True,True,True,False,False,"30-37 US 22, Springfield, NJ, 7081"
5661,633 Morris Tpke,,Springfield,NJ,7081,(973) 379-5551,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,True,True,True,False,True,"633 Morris Tpke, Springfield, NJ, 7081"
5662,719 Mountain Ave,,Springfield,NJ,7081,(973) 376-6658,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 8:00 PM,5:30 AM - 7:00 PM,5:30 AM - 5:00 PM,False,False,True,True,False,True,"719 Mountain Ave, Springfield, NJ, 7081"
5663,25 US Hwy 206,,Stanhope,NJ,7874,(973) 347-9500,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,True,True,True,False,False,"25 US Hwy 206, Stanhope, NJ, 7874"
5664,2437 State Route 57,,Stewartsville,NJ,8886,(908) 387-8801,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False,"2437 State Route 57, Stewartsville, NJ, 8886"
