,address_line_1,address_line_2,city,state,zip,phone,mon_hrs,tue_hrs,wed_hrs,thu_hrs,fri_hrs,sat_hrs,sun_hrs,drive-thru,mobile-order,dunkin-card,kcup,curbside-pickup,has-baskin-robbins
4792,90 West River Road,N/A,Hooksett,NH,03106,(603) 647-0754,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,True,True,True,True,False,False
4793,54 Park Ave,N/A,Hopkinton,NH,03229,(603) 276-3973,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,False,True,True,False,False
4794,14 Brady Dr,N/A,Hudson,NH,03051,(603) 417-6160,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:30 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
4795,223 Lowell Rd,N/A,Hudson,NH,03051,(603) 881-5574,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,True,True,True,True,False,False
4796,74 Lowell Rd,N/A,Hudson,NH,03051,(603) 880-8333,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,False,True,True,True,False,False
4797,88 Derry Rd,N/A,Hudson,NH,03051,(603) 880-4334,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,True,True,True,True,False,False
4798,80 Peterborough St,N/A,Jaffrey,NH,03452,(603) 532-9500,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4799,191 West St,N/A,Keene,NH,03431,(603) 352-2251,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,False,True,True,True,False,False
4800,410 West St,N/A,Keene,NH,03431,(603) 352-1111,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
4801,828 Court St,N/A,Keene,NH,03431,(603) 352-3483,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
4802,126 Route 125,N/A,Kingston,NH,03848,(603) 642-7588,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,5:00 AM - 3:00 PM,7:00 AM - 3:00 PM,True,False,True,True,False,False
4803,53 Church St,Carriagetown Plaza,Kingston,NH,03848,(603) 642-8355,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4804,1106 Union Ave,N/A,Laconia,NH,03246,(603) 524-2206,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 4:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4805,369 S Main St,N/A,Laconia,NH,03246,(603) 524-5010,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,False,True,True,True,False,False
4806,196 Main St,N/A,Lancaster,NH,03584,(603) 788-4033,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,False,True,True,False,False
4807,96 Hanover St,Jiffy Mart Gas Station,Lebanon,NH,03766,(603) 727-9448,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
4808,56 Concord Rd,N/A,Lee,NH,03861,(603) 868-7943,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 10:00 PM,5:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,False,True,True,False,False
4809,44 Main St,N/A,Lincoln,NH,03251,(603) 745-2010,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4810,148-150 Main St,N/A,Littleton,NH,03561,(603) 444-0520,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,True,True,True,True,False,False
4811,615 Meadow St,In Walmart,Littleton,NH,03561,(603) 444-7474,Closed,Closed,Closed,Closed,Closed,Closed,Closed,False,True,True,True,False,False
4812,1 Mohawk Dr,N/A,Londonderry,NH,03053,(603) 434-8542,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,True,False,True,True,False,False
4813,12 Nashua Rd,Shell Station,Londonderry,NH,03053,(603) 437-3567,3:00 AM - 7:00 PM,3:00 AM - 7:00 PM,3:00 AM - 7:00 PM,3:00 AM - 7:00 PM,3:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False
4814,124 Rockingham Rd,Irving Gas Station,Londonderry,NH,03053,(603) 437-0550,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
4815,201 Rockingham Rd,N/A,Londonderry,NH,03053,(603) 421-2845,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4816,29 Nashua Rd,All Town Global,Londonderry,NH,03053,(603) 437-2669,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,True,True,True,True,False,False
4817,41 Nashua Rd,N/A,Londonderry,NH,03053,(603) 437-1612,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,True,True,True,True,False,False
4818,72 Shasta Dr,Nutfield Country Store,Londonderry,NH,03053,(603) 432-2898,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 7:00 PM,False,False,True,True,False,False
4819,214 Rt 106 South,N/A,Loudon,NH,03307,(603) 931-3073,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 8:00 PM,True,True,True,True,False,False
4820,1 Elliot Way,Elliot Hospital,Manchester,NH,03103,(603) 647-1623,5:00 AM - 8:00 PM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,5:00 AM - 12:00 AM,False,True,True,True,False,False
4821,100 Eddy Rd,N/A,Manchester,NH,03102,(603) 647-2755,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,True,False,True,True,False,False
4822,100 McGregor St,Catholic Memorial Hospital,Manchester,NH,03102,(603) 624-0199,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 4:00 PM,6:00 AM - 4:00 PM,False,True,True,True,False,False
4823,1022 S Willow St,N/A,Manchester,NH,03103,(603) 232-6134,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,True,True,True,True,False,False
4824,1037 Hanover St,N/A,Manchester,NH,03104,(603) 222-1587,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,True,False,True,True,False,False
4825,1265 S Willow St,In Sunoco Gas Station,Manchester,NH,03103,(603) 641-9991,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 7:00 PM,True,True,True,True,False,False
4826,1500 S Willow St,Mall Of New Hampshire,Manchester,NH,03103,(603) 622-5895,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,12:00 PM - 6:00 PM,False,True,True,True,False,False
4827,1602 Elm St,In Mobil Gas Station,Manchester,NH,03101,(603) 628-3681,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,False,False,True,True,False,False
4828,1932 South Willow Street,In Shell Gas Station,Manchester,NH,03103,(603) 622-5715,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,True,True,True,True,False,False
4829,1932 Wellington Road,In Mr. Mikes Station,Manchester,NH,03104,(603) 647-9268,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,4:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,True,True,True,True,False,False
4830,20 Roundstone Dr,Irving Mobile Gas,Manchester,NH,03103,(603) 626-4708,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False
4831,216 Elm St,N/A,Manchester,NH,03101,(603) 622-0998,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,False,False,True,True,False,False
4832,2297 Brown Ave,N/A,Manchester,NH,03103,(603) 695-6746,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 5:00 PM,4:00 AM - 10:00 PM,True,False,True,True,False,False
4833,25 Lakeside Dr,N/A,Manchester,NH,03104,(603) 232-4591,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 8:00 PM,5:00 AM - 10:00 PM,True,True,True,True,False,False
4834,271 Granite St,N/A,Manchester,NH,03102,(603) 218-3666,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,True,True,True,False,False
4835,500 Valley St,N/A,Manchester,NH,03103,(603) 627-4500,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
4836,78 Sheffield St,N/A,Manchester,NH,03103,(603) 641-3975,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 4:00 PM,7:00 AM - 4:00 PM,True,True,True,True,False,False
4837,855 Candia Rd,N/A,Manchester,NH,03109,(603) 232-1195,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,True,True,True,False,False
4838,921 Beech St,N/A,Manchester,NH,03104,(603) 624-5182,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 10:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
4839,947 2nd St,N/A,Manchester,NH,03102,(603) 625-6277,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4840,Manchester Airport,Manchester Airport Pre Security,Manchester,NH,03103,(603) 622-0712,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,False,True,True,True,False,False
4841,Manchester Airport,Manchester Airport Post Security,Manchester,NH,03103,(603) 623-1607,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,False,True,True,True,False,False
4842,55 NH Rte 25,N/A,Meredith,NH,03253,(603) 279-4936,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
4843,308 Daniel Webster Hwy,N/A,Merrimack,NH,03054,(603) 429-9929,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
4844,42 Daniel Webster Hwy,N/A,Merrimack,NH,03054,(603) 886-7126,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4845,514 Daniel Webster Hwy,N/A,Merrimack,NH,03054,(603) 424-3291,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 5:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4846,725 Milford Road,N/A,Merrimack,NH,03054,(603) 821-5333,5:00 AM - 5:00 PM,5:00 AM - 2:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4847,80 Continental Blvd,N/A,Merrimack,NH,03054,(603) 424-8512,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4848,143 Elm St,N/A,Milford,NH,03055,(603) 672-6328,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,True,True,True,True,False,False
4849,556 Nashua St,N/A,Milford,NH,03055,(603) 672-3744,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,False,True,True,False,False
4850,764 Elm St,N/A,Milford,NH,03055,(603) 672-8110,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,True,True,True,True,False,False
4851,585 White Mountain Hwy,N/A,Milton,NH,03851,(603) 652-7222,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4852,70 Whittier Highway,N/A,Moultonborough,NH,03254,(603) 253-8068,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4853,103 Broad St,N/A,Nashua,NH,03060,(603) 883-3476,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,True,False,True,True,False,False
4854,109 Daniel Webster Hwy,N/A,Nashua,NH,03060,(603) 891-9674,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,True,True,True,True,False,False
4855,119 East Hollis St,N/A,Nashua,NH,03060,(603) 324-8160,3:30 AM - 9:00 PM,3:30 AM - 9:00 PM,3:30 AM - 9:00 PM,3:30 AM - 9:00 PM,3:30 AM - 9:00 PM,3:30 AM - 9:00 PM,3:30 AM - 9:00 PM,True,True,True,True,False,False
4856,190 Amherst St,Shell Gas Station,Nashua,NH,03060,(603) 880-5352,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,False,True,True,False,False
4857,239 Main Dunstable Rd,N/A,Nashua,NH,03062,(603) 579-0800,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
4858,242 Daniel Webster Highway,In Gulf,Nashua,NH,03060,(603) 888-4154,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,False,True,True,False,False
4859,260 Amherst St,N/A,Nashua,NH,03063,(603) 880-0388,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,True,True,True,True,False,False
4860,267 Main St,N/A,Nashua,NH,03060,(603) 318-3393,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,False,False,False,False,False,False
4861,315 West Hollis St,N/A,Nashua,NH,03060,(603) 889-0543,Open 24 Hours,Open 24 Hours,Open 24 Hours,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,True,False,True,True,False,False
4862,38 Broad St,N/A,Nashua,NH,03064,(603) 402-3610,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,False,True,True,False,False
4863,42 Main St,N/A,Nashua,NH,03060,(603) 318-3422,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False
4864,471 Amherst St,N/A,Nashua,NH,03063,(603) 880-8449,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4865,319 NH Route 104,N/A,New Hampton,NH,03256,(603) 744-5158,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,False,True,True,False,False
4866,217 Main St,N/A,New London,NH,03257,(603) 865-7500,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False
4867,65 Route 108,N/A,Newfields,NH,03856,(603) 394-0009,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 5:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,True,True,True,True,False,False
4868,20 S Main St,Irving Gas Station,Newport,NH,03773,(603) 865-5159,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,True,True,True,True,False,False
4869,1946 White Mountain Hwy,N/A,North Conway,NH,03860,(603) 356-5676,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,True,True,True,True,False,False
4870,46 North South Rd,In Walmart,North Conway,NH,03860,(603) 356-0745,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,False,True,True,True,False,False
4871,42 Lafayette Rd,N/A,North Hampton,NH,03862,(603) 964-8856,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,4:00 AM - 5:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,True,True,True,True,False,False
4872,546 1st NH Tpke,In Mobil Gas Station,Northwood,NH,03261,(603) 942-8568,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,True,True,True,True,False,False
4873,870 Rt 16,N/A,Ossipee,NH,03864,(603) 539-3633,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4874,123 Bridge St,N/A,Pelham,NH,03076,(603) 635-8062,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
4875,150 Bridge St,N/A,Pelham,NH,03076,(603) 635-2163,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,False,False,False
4876,869 Mammoth Rd,N/A,Pelham,NH,03076,(603) 635-2100,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4877,16 Sheep Davis Rd,N/A,Pembroke,NH,03275,(603) 270-9021,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,4:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,True,True,True,True,False,False
4878,100 Grove St,N/A,Peterborough,NH,03458,(603) 784-5091,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,4:30 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,False,True,True,True,False,False
4879,213 Concord St,N/A,Peterborough,NH,03458,(603) 924-9660,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,5:00 AM - 6:00 PM,6:00 AM - 6:00 PM,False,True,True,True,False,False
4880,656 Suncook Valley Hwy,N/A,Pittsfield,NH,03263,(603) 435-6488,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
4881,119 Plaistow Rd,N/A,Plaistow,NH,03865,(603) 382-8087,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,4:00 AM - 7:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,True,True,True,True,False,False
